	Publisher	pmcid	FigURL	Caption	PDFURL	FigName
1793	Annals Of Neurology	PMC3638323	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3638323/bin/ana0072-0455-f4.jpg	Glucocerebrosidase enzyme (GCase) protein levels were decreased in SH-SY5Y cells overexpressing α-synuclein (α-syn) or with PTEN-induced putative kinase 1 (PINK1) deficiency. (A) <b>Western blotting</b> for GCase in α-synuclein overexpressing cells (High SYN) or PINK1 knockdown (KD) cells showed a significant decrease in protein levels (High SYN, 13.4 ± 7.1%, n = 3, p &lt; 0.001; PINK1 KD, 65.3 ± 9.3%, n = 3, p &lt; 0.05, of respective control optical density [SH-SY5Y cells, 100 ± 16%, n = 3; scram short hairpin RNA cells, 100 ± 9%, n = 3]). Cathepsin D and lysosomal integral membrane protein (LIMP)-2 protein levels were unaffected in either cell type, compared to their respective controls. (B) The activity of the lysosomal enzyme β-hexosaminidase was unaffected in High SYN or PINK1 KD cells (n = 6), when compared to respective control cell lines. (C) Quantitative real time polymerase chain reaction indicated that steady-state GCase mRNA levels were decreased in cells with exogenous α-synuclein or PINK1 KD (High SYN, 58.9 ± 10.1%, n = 3; PINK1 KD, 79.9 ± 1.3%, n = 3 of respective control GCase mRNA levels, n = 3). (D) SH or High SYN cell lysates (20μg) were treated with or without endoglycosidase-H (endo-H) and GCase protein species analyzed by <b>Western blot</b>. The 2 normal species of GCase detected in SH cells are indicated by arrows. An additional lower molecular weight band was observed in High SYN but not SH cells following endo-H treatment (asterisk). (E) LIMP-2 was immunoprecipitated (Ip) from lysates of SH or High SYN cells to a similar extent (left panel). No LIMP-2 was immunoprecipitated from lysates incubated without antibody (ab). Cross denotes heavy chain of antibody used for immunoprecipitation. Two bands corresponding to GCase were pulled down in SH cells, but not High SYN cells (left panel). α-Synuclein was not pulled down in SH or High SYN cells (left panel). The right panel shows the expression of GCase, LIMP-2, and α-synuclein in the initial lysates (INPUT). WB, <b>western blotting</b> (F) <b>Western blotting</b> for LIMP2 in the substantia nigra from control, PD+GBA, or sporadic PD brains showed that there was no difference in expression between the groups (PD+GBA, 92.0 ± 17.2%, n = 8; PD, 123.3 ± 10.7%, n = 8, of control optical density, n = 7). *p &lt; 0.05 versus SH, **p &lt; 0.01 versus scram.		PMC3638323_ana0072-0455-f4.jpg
1794	Bmc Infectious Diseases	PMC3639101	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639101/bin/1471-2334-13-155-3.jpg	Magnetic resonance imaging of the pelvis demonstrated large, complex, multiple lobulated abscesses with lower central attenuation and peripheral enhancement from the left ischiorectal fossa to the left iliacus muscle, iliopsoas muscle, and adductor muscle. (A, B) One large complex abscess in the ischiorectal fossa with mass effect to the rectum. (C, D) Abscess extending to the iliopsoas muscle and iliacus muscle with multiple loculation.		PMC3639101_1471-2334-13-155-3.jpg
1795	Case Reports In Orthopedics	PMC3639670	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3639670/bin/CRIM.ORTHOPEDICS2013-690906.001.jpg	AP and lateral radiographs of midshaft humeral fracture.		PMC3639670_CRIM.ORTHOPEDICS2013-690906.001.jpg
1796	Plos One	PMC3640050	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3640050/bin/pone.0062581.g003.jpg	HCV NS2 activates Chk2 in hepatocytes.(A) Cell lysates were prepared from HepG2 cells stably expressing HCV NS2 and HCV NS5A. Protein expression of phospho-Chk2 (Thr-68), total Chk2, HCV proteins were analyzed by <b>Western blot</b> using specific antibodies. The <b>blot</b> was reprobed with actin for a comparison of protein load. (B) Cell lysates were prepared from HepG2 cells stably transfected with vector control or HCV-FL. Protein expression of phospho-Chk2, and total Chk2 were analyzed by <b>Western blot</b> using specific antibodies. The <b>blot</b> was reprobed with actin for a comparison of protein load. (C) Cell lysates were analyzed from mock or 15 µM cisplatin treated HepG2 cells, and protein expression of phospho-Chk2 and total Chk2 were analyzed by <b>Western blot</b> using specific antibodies. The <b>blot</b> was reprobed with actin for a comparison of protein load. (D) Cell lysates were prepared from HepG2 cells expressing HCV NS2 and HCV-FL. Protein expression of phospho-H2AX (Ser-139) was analyzed by <b>Western blot</b> using specific antibody. UV treated cell lysates were used as positive control. The <b>blot</b> was reprobed with actin for a comparison of protein load.		PMC3640050_pone.0062581.g003.jpg
1797	Plos Pathogens	PMC3642079	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3642079/bin/ppat.1003314.g001.jpg	EBNA3C differentially regulates IRF4 and IRF8 expression.A) 10×106 human PBMC (Peripheral blood mononuclear cells) were infected with BAC-GFP EBV for 4 hrs at 37°C. Cells were harvested after 0, 2, 4, 7, 15 days of post-infection and lysed in RIPA buffer. <b>Western blot</b> analysis was performed with indicated antibodies to detect specific endogenous proteins. B) 50 million EBV negative BJAB, DG75, Ramos and EBV transformed LCL1, LCL2 cells were harvested and total cell lysates were subjected to <b>Western blot</b> analysis (WB) using indicated antibodies. C) 20 million Burkitt's lymphoma (BL) cells BL41 and wild type EBV strain B95.8 infected BL41 cells, type I and III latency expressing BL cell lines-MutuI and MutuIII were lysed with RIPA buffer and <b>Western blot</b> analysis was performed with indicated antibodies. GAPDH was taken as internal loading control. D–F) 50 million D) BJAB, BJAB7, BJAB10 cells were harvested and <b>Western blot</b> analysis was performed using specific antibodies as indicated. E) EBV negative DG75 cells were transfected with increasing amount of EBNA3C expressing construct (0, 5, 10, 15 µg) and <b>Western blot</b> analysis was performed to detect IRF4, IRF8, EBNA3C, GAPDH proteins. F) Lentivirus mediated stable EBNA3C knockdown (Sh-E3C) or scramble control (Sh-Ctrl) LCL1 cells were subjected to <b>Western blot</b> analysis with indicated antibodies. Protein bands from <b>Western blot</b> analysis were analyzed by the Odyssey imager software and represented as bar diagrams based on internal loading control GAPDH.		PMC3642079_ppat.1003314.g001.jpg
1798	Plos One	PMC3642144	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3642144/bin/pone.0063206.g007.jpg	The effect of PGJ2 or Mdivi-1 treatment on cortical neurons under normal and OGD conditions.(A) Shows a representative Drp1 <b>western blot</b> of control, and OGD cells with and without PGJ2 treatment. With the non-denaturing <b>western blot</b> method an additional band (above the 227 kDa molecular weight marker) appeared on the <b>western blot</b> due to PGJ2 treatment both in control, and in OGD samples, but it was not detectable after 24 h reoxygenation. (B) Shows the changes in viability of the cells due to PGJ2 treatment and 3 h OGD. PGJ2 treatment decreased cell viability in 15 and 20 µmol/L concentrations and further decreased cell viability after 3 h OGD in 10, 15, and 20 µmol/L concentrations. (C) Shows a representative Drp1 <b>western blot</b> of control, and OGD cells with and without Mdivi-1 treatment. The treatment did not change Drp1 expression in our experiments. (D) Shows the changes in viability of the cells due to Mdivi-1 treatment and 3 h OGD. Mdivi-1 was not protective in 3 h OGD, and at higher doses (75, 100 µmol/L) it decreased cell viability in control neurons. Each panel represents n≥3 independent experiments. *p&lt;0.05 vs. control, † p&lt;0.05 vs. untreated OGD, Co = Control, Drp1 = Dynamin-related protein 1, Mdivi-1 = Mitochondrial division inhibitor-1, PGJ2 = 15-deoxy-D12,14-prostaglandin J2, R/O = reoxygenation, OGD = oxygen-glucose deprivation.		PMC3642144_pone.0063206.g007.jpg
1799	Frontiers In Cellular Neuroscience	PMC3642497	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3642497/bin/fncel-07-00056-g002.jpg	Methylene blue induces macroautophagy in HT22 cells.(A) Immunocytochemical staining of LC3B showed perinuclear aggregation of LC3B after 24 h treatment of methylene blue. (B) Representative <b>Western blots</b> showed that methylene blue increased both levels of LC3B-I and LC3B-II in a dose- and time-dependent manner. (C) Compared with 6-h serum deprivation, methylene blue robustly increased LC3B-II level. (D) Flow cytometry analysis indicated that chloroquine partially reversed methylene blue-induced anti-apoptosis after serum deprivation. (E) <b>Western blot</b> showed chloroquine increased LC3B-II level and stabilized p62 level in methylene blue-treated cells, suggesting chloroquine inhibited methylene blue-induced macroautophagy. (F,G) Calcein-AM assay demonstrated that methylene blue pretreatment significantly enhanced cell viability after serum deprivation which was blocked by chloroquine. *, p &lt; 0.05; **, p &lt; 0.01. N, normal; U, untreated; SD, serum deprivation; MB, methylene blue; C, chloroquine. n = 3 in each group, each study has been repeated at least three time.		PMC3642497_fncel-07-00056-g002.jpg
1800	Cancer Biology & Medicine	PMC3643643	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3643643/bin/cbm-09-01-044-f1_15.jpg	MR DTI (Figure 1-5) can assess the completeness and consistency of the white matter fibers, “depression, edema, infliction, and damage” by the tumor. The pyramidal tracts and the deep white matter were partially invaded and damaged. MRI (Figure 6-15), preoperative axial (Figure 7, 9), sagittal (Figure 6, 8), and coronal (Figure 10) T1-weighted enhancecd image showed tumor were hyper-signal with sharp border. Marked edemas surrounded the location at the medial temporal base and the insular lobe. Postoperative axial T1-weighted image (Figure 11, 12), T2-weighted image (Figure 13, 15) and T2 flair image (Figure 14) showed total tumor removal with mild edema surrounding.		PMC3643643_cbm-09-01-044-f1_15.jpg
1801	Plos One	PMC3646842	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3646842/bin/pone.0062346.g002.jpg	Fli-1 overexpression induces pre-T LBL in vivo.BM or FL cells were transduced with MigR1 or Fli-1 and used to transplant lethally irradiated mice. A. Kaplan-Meier survival curve of MigR1 (n = 8) versus Fli-1 transplanted mice (n = 15). Two additional Fli-1 mice developed an erythroleukaemia and were included in an additional Kaplan-Meier curve (Fli-1 pre-T LBL+eryth;gray curve n = 17). B. Q-PCR showing Fli-1 mRNA levels of MigR1 control (Mig) or Fli-1 thymocytes (Fli-1) C. <b>Western Blot</b> for FLI-1 protein of MigR1 control (Mig) or Fli-1 thymocytes (Fli-1). ACTIN = loading control. D. Total cell numbers (GFP+ and GFP−) of thymus and spleen from lethally irradiated mice reconstituted with MigR1 and Fli-1 expressing hematopoietic progenitors (mean ± SEM). E. MigR1 thymus and Fli-1 thymus, liver and lymph node cells analysed for CD4, CD8 and TCRβ expression by flow cytometry. F. Graph of GFP+ DN, immature (TCRβlo) single positive (ISP) CD8, DP, CD4 and mature TCRβhi CD8 SP thymocyte populations in MigR1 and Fli-1 leukaemic mice. Data represented are mean ± SEM of 6 MigR1 mice and 13 Fli-1 mice from 3 independent transplants.		PMC3646842_pone.0062346.g002.jpg
1803	Plos One	PMC3648510	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3648510/bin/pone.0063890.g002.jpg	SLP-2 regulates invasion of ESCC cell lines in vitro by down-regulating MMP-2 transcriptionally.Aa, Ba: Human ESCC KYSE510 cells (A) and EC9706 cells (B) were transfected with either SLP-2 siRNA or control siRNA. After 48 h to 72 h, SLP-2 expressions were inhibited obviously, which were detected by <b>Western blot</b>. ß-actin was used as a loading control. Ab, Bb: The graph represents densitometry of the results of 3 independent experiments. *, Statistically different (P&lt;0.05). Ac, Bc: The cells, which were transfected with either SLP-2 siRNA or control siRNA for 72 hours were transferred to Transwell chambers. After 20 hours, the cells were checked for invasion. *, Significant differences were observed between control and SLP-2 siRNA groups (P&lt;0.05). C, D: KYSE510 cells (C) and EC9706 cells (D) were transfected with siRNA for control or SLP-2 for 72 hours, respectively. RT-PCR (Ca, Da) and <b>Western blot</b> assay (Cb, Db) were carried out. ß-actin was used as a loading control. The graph represents densitometry of the results of 3 independent experiments. *, Statistically different, compared with the control cells (P&lt;0.05).		PMC3648510_pone.0063890.g002.jpg
1804	Plos One	PMC3650060	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3650060/bin/pone.0063845.g002.jpg	CURN inhibits TNF-α-induced NADPH oxidase activation, ROS generation and p47 phox translocation in A549 cells.(A) Cells were labeled with DCF-DA (10 µM), pretreated with 50 µM CURN, CURH, DPI (10 µM) or APO(100 µM) 1 h, and then incubated with TNF-α for 30 min. The fluorescence intensity (relative DCF fluorescence) was measured. (B) A549 cells were pretreated with antioxidants (NAC, APO and DPI) for 1 h, and then incubated with 30 ng/ml TNF-α for 24 h. The levels of ICAM-1 protein were determined by <b>Western blot</b>. (C) A549 cells were pretreated with 50 µM CURN, CURH or APO(100 µM) for 1 h, and then incubated with 30 ng/ml TNF-α for 15 min. The membrane fractions were prepared and subjected to <b>Western blot</b> using an anti-p47phox or anti-phospho-p47phox antibody. (D) A549 cells were pretreated with 50 µM CURN, CURH, 10 µM DPI, and 100 µM APO for 1 h, and then incubated with 30 ng/ml TNF-α for 30 min. The activity of NADPH oxidase was measured. (E,F) A549 cells were transfected with scrambled siRNA, p47phox and NOX2 siRNA, and then incubated with 30 ng/ml TNF-α for 24 h. The levels of ICAM-1 protein were determined by <b>Western blot</b>. The data are expressed as mean±S.E.M. of three independent experiments. *P&lt;0.05; **P&lt;0.01, significant with respect to the basal level.		PMC3650060_pone.0063845.g002.jpg
1805	Plos One	PMC3651128	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3651128/bin/pone.0063778.g004.jpg	Expression analysis of Lrrk2 mRNA and protein in various brain regions from adult mice.Quantifications of Lrrk2 level in various brain regions by qPCR (mRNA) and <b>Western blot</b> (protein). Before calculation, LRRK2 protein level from <b>Western blot</b> analyses (A, representative <b>Western blot</b>) were normalized to beta-actin (ACTB) as loading control and Lrrk2 mRNA level from qPCR to a beta-actin control accordingly. (B) To allow a direct comparison between Lrrk2 mRNA and protein level, the sum of all individual relative expression level were set to 100% in both cases ({percentage brain region}z. = {relative level brain region}/{sum of all relative level}×100%). The definition of brain regions used for this analysis is indicated in the figure legend (B). Abbreviations: Ac, anterior cortex; Bs, brain stem; Cb, cerebellum; Dc, diencephalon; Hi, hippocampus; Mb, midbrain; Ob, olfactory bulb; Pc, posterior cortex; St, striatum.		PMC3651128_pone.0063778.g004.jpg
1806	Cardiovascular Ultrasound	PMC3651274	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3651274/bin/1476-7120-11-13-1.jpg	Left ventricular end-systolic elastance was calculated by the single-beat method validated by Chen et al. [14]. The echo figures display the evaluation of ejection fraction (left panel) and pre-ejection and ejection time (right panel) using aortic Doppler waveform. Normalized ventricular elastance at arterial end-diastole (End) was measured according to the formula: Ees(sb) = [Pd - (ENd(est) • Ps • 0.9)]/[SV • ENd(est)], ENd(avg) = ∑ ai • tNd i = 0, ENd(est) = 0.0275 - 0.165 • EF + 0.3656 • (Pd/Pes) + 0.515 • ENd(avg) where ai are (0.35695, -7.2266, 74.249, -307.39, 684.54. -856.92, 571.95, -159.1) for i = 1 to 7, respectively. The value for tNd was determined by the ratio of pre-ejection period (R wave to flow onset) to total systolic period (R wave to end-flow), with the time of onset and termination of flow defined Doppler. Systolic (Ps) and diastolic (Pd) blood pressure were invasively obtained.		PMC3651274_1476-7120-11-13-1.jpg
1807	Bmc Veterinary Research	PMC3651361	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3651361/bin/1746-6148-9-82-4.jpg	Detection of characteristic proteinase K resistant three isoforms of PrPSc from hemal nodes and retropharyngeal lymph nodes by <b>western blot</b> assays. <b>Western blot</b> analysis was performed with retropharyngeal lymph node (A) and abdominal hemal node (B) homogenates prepared from experimentally and naturally scrapie-infected sheep. Lanes 1 – 6, experimentally (blood transfusion recipient) scrapie-infected sheep (ID 4489, 4493, 4494, 4495, 4496, and 4498 respectively); lanes 7 -9 naturally scrapie-infected sheep (ID 3349, 3779 and 3781 respectively). Lane 10, scrapie uninfected control sheep (ID 4492). To concentrate PrPSc, proteinase K treated samples were incubated with sodium phosphotungstic acid and PrPSc was detected using F99/97.6.1 mAb. The positions of the molecular mass markers (in kDa) are shown to the left of the <b>blots</b>.		PMC3651361_1746-6148-9-82-4.jpg
1808	Plos One	PMC3652854	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3652854/bin/pone.0063013.g003.jpg	Phase profiles over the SWI filtered phase images corresponding to the three MRI scans (a)&lt;24 hours, (b) 2–3 weeks after stroke, and (c) 2 months after the onset of stroke.		PMC3652854_pone.0063013.g003.jpg
1809	Bmc Sports Science, Medicine And Rehabilitation	PMC3653716	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3653716/bin/2052-1847-5-10-2.jpg	Evaluation of coronal and sagittal alignment by full-length standing and lateral radiography.		PMC3653716_2052-1847-5-10-2.jpg
1811	Plos One	PMC3653908	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3653908/bin/pone.0052147.g001.jpg	Actin and tubulin were phosphorylated after mood stabilizer treatment.A. 2D-DIGE gel image stained with Sypro Ruby stain showing phosphorylation of synaptoneurosomal preparations of saline treated animals (controls). B. location of actin identified spots (green spot) and tubulin (red spot) in saline treated preparations. C. Spots identified with actin antibodies during <b>Western blots</b> (circled) of synaptoneurosomal preparations after mood stabilizer treatment. D. <b>Western blot</b> identification of phosphorylated actin (circled). E. 2D-DIGE gel image showing phosphorylation after mood stabilizer treatment and the location of tubulin identified spots as indicated by circle. F. Spots identified with tubulin antibodies (circled).		PMC3653908_pone.0052147.g001.jpg
1812	Case Reports In Dentistry	PMC3654637	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3654637/bin/CRIM.DENTISTRY2013-854062.002.jpg	Preoperative radiograph of tooth, number 36, note the good height of the alveolar bone.		PMC3654637_CRIM.DENTISTRY2013-854062.002.jpg
1813	Plos One	PMC3656032	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3656032/bin/pone.0063096.g004.jpg	Example of CTA with Doppler-Guided Prospective ECG Gating.A male patient with a BMI of 21.5. The predicted length of DTD was 81 ms, and the exposure timing was preset at 30%–50% during the R-R interval. The scanning heart rate was 78 bpm. CTA with Doppler-guided prospective ECG gating (A) and ICA (B) showed stenosis of LAD (white arrows). The effective dose of CTA was 3.2 mSv.		PMC3656032_pone.0063096.g004.jpg
1814	Plos One	PMC3656934	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3656934/bin/pone.0064118.g002.jpg	Cardamonin suppresses RANKL-induced IκBα degradation and phosphorylation through inhibition of IKK activity.(A) RAW 264.7 cells (1.5×106/well) were incubated with 20 µM of cardamonin for 12 h and then treated with 10 nM RANKL for the indicated times (min). Cytoplasmic extracts were examined for IκBα degradation by <b>western blot</b> using an anti- IκBα antibody. Anti−β-actin was used as a loading control. (B) RAW 264.7 cells (1.5×106/well) were pretreated with cardamonin (20 µM) for 12 h, then incubated with ALLN (50 µg/mL) for 30 min, and then treated with RANKL (10 nM) for 15 min. Cytoplasmic extracts were prepared and analyzed by <b>western blot</b> using phospho-IκBα antibody. The same membrane was reprobed with IκBα and β-actin antibody. (C) RAW 264.7 cells were pretreated with cardamonin (20 µM) for 12 h and then incubated with RANKL (10 nM) for the indicated times (min). Whole-cell extracts were immunoprecipitated using an antibody against IKKα and analyzed by an immune complex kinase assay using recombinant GST-IκBα as described in Materials and Methods. To examine the effect of cardamonin on the level of IKK proteins, whole-cell extracts were analyzed by <b>western blot</b> using anti-IKKα and anti-IKKβ antibodies. Values below the <b>blot</b> indicate fold change (GST-IκBα/IKKα) compared with control. Control was set as fold 1. (D) RAW 264.7 cells (1.5×106/well) were pre-incubated with cardamonin for 12 h and then exposed to RANKL (10 nM) for the indicated times. Whole-cell extracts were analyzed by <b>western blotting</b> using relevant antibodies.		PMC3656934_pone.0064118.g002.jpg
1815	Plos One	PMC3656939	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3656939/bin/pone.0063842.g002.jpg	Test/re–test DWI signal intensity.The top two rows display the raw diffusion weighted image (DWI) signal intensity after the mean signal of all the 61 DWIs (see bottom right) has been subtracted from each. Three diffusion–encoding directions of both repetitions (top = Rep1, middle = Rep2) are shown. The white outlines indicate the ROIs from Figure 1. The bottom right displays the mean of the 61 DWIs. The color bar represents MRI image pixel intensity from yellow = low to orange = high. Note the different ranges between the individual images and the mean. On the bottom left gyrification of the cortex is indicated (red = sulci, green = gyri). The inset signal time–courses in the centre of the figure depict how the pixel intensity varies over the entire experiment of 61 diffusion–encoding directions within the 3 ROIs (Rep 1 = thick grey line, Rep 2 = thin black line). The scale for all images is 1 cm.		PMC3656939_pone.0063842.g002.jpg
1816	Plos One	PMC3656962	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3656962/bin/pone.0063624.g004.jpg	The map of Tryptophan metabolism and the results of <b>Western blot</b> analysis of DDC and IDO in the rat’s hippocampus.(A) The serotonin synthesis (5-HT) pathway and kynurenine pathway in tryptophan metabolism. The structure in blue indicates the compounds that were significantly changed in the CUMS group. (B) The results of <b>Western blot</b> analysis of DDC and IDO in the rat’s hippocampus. Each measure was performed with three replicates and was expressed as the mean ± SEM (*p&lt;0.05, **p&lt;0.01).		PMC3656962_pone.0063624.g004.jpg
1817	International Journal Of Molecular Medicine	PMC3658604	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3658604/bin/IJMM-31-05-1017-g10.jpg	(A) Immunohistochemical analysis of Bcl-2 in the control group, the pc-DNA3.1(+) group, the HBx 24 h group, the HBx 48 h group and the HBx 72 h group (x200). (B) Immunohistochemical analysis of Bax in the control group, the pc-DNA3.1(+) group, the HBx 24 h group, the HBx 48 h group and the HBx 72 h group (x200). (C) <b>Western blot</b> bands of Bcl-2 and Bax in the control group, the pc-DNA3.1(+) group, the HBx 24 h group, the HBx 48 h group and the HBx 72 h group. (D) Histogram of the relative expression of Bcl-2 and Bax proteins in the control group, the pc-DNA3.1(+) group, the HBx 24 h group, the HBx 48 h group and the HBx 72 h group. (E) <b>Western blot</b> bands of Bcl-2 and Bax of various groups with AG490, compared with corresponding groups without AG490. (F) Histogram of the relative expression of Bcl-2 and Bax proteins in the various groups with AG490, compared with the corresponding groups without AG490.		PMC3658604_IJMM-31-05-1017-g10.jpg
1818	Plos One	PMC3659029	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659029/bin/pone.0063641.g001.jpg	Induction of caspase-independent but AIF/EndoG-dependent apoptosis by the anticancer peptide FK-16 in colon cancer cells.(A) Effects of LL-37, FK-16, and scrambled FK-16 (48 h) on viability of colon cancer cells (HCT116, LoVo) were determined by MTT assay. The cytotoxic effect of FK-16 was also assayed in human normal colon mucosal epithelial NCM460 cells. (B) Phosphotidylserine externalization in HCT116 cells treated with or without FK-16 was determined by flow cytometry of PI/Annexin V-stained cells. (C) Effects of FK-16 on PARP cleavage and caspase activation in HCT116 cells were determined by <b>Western blot</b>. Cisplatin was used as a positive control for caspase activation. (D) Pre-treating HCT116 cells with the pan-caspase inhibitor z-VAD-fmk for 1 h did not prevent FK-16-induced loss of cell viability as determined by MTT assay (24 h). (E) Nuclear expression of AIF and EndoG in HCT116 cells were analyzed by <b>Western blot</b> analysis of fractionated proteins. GAPDH and Lamin A/C were used as internal controls for cytosolic (Cy) and nuclear (Nu) proteins, respectively. (F) Effects of FK-16 (6 h) on subcellular localization of AIF (green) and EndoG (red) in HCT116 were determined by confocal immunofluorescence (400×). (G) Knockdown of AIF and EndoG partially reversed phosphotidylserine externalization induced by FK-16 (40 µM; 24 h) in HCT116. Cells were challenged with FK-16 at 48 h post-transfection of AIF- and EndoG-siRNAs. Data were presented as mean ± SD from three separate experiments. *, p&lt;0.05; **, p&lt;0.01, significantly different from the respective control group.		PMC3659029_pone.0063641.g001.jpg
1819	Plos One	PMC3660587	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3660587/bin/pone.0063746.g004.jpg	γδ T cells have similar TCR threshold but enhanced ERK1/2 phosphorylation comparing to αβ T cells.(A) Percentages of BrdU+ proliferative cells are higher in the γδ T cell subset in vivo. Left: representative plots of BrdU+ populations (circled) in αβ and γδ T cells. Right: Graph of percentages of BrdU+ cells in αβ and γδ T cells. C57BL/6J mice received single dose of BrdU (1 mg) via intraperitoneal injection, and splenocytes were isolated 3 days later. BrdU+ cells were identified by fluorescently labeled anti-BrdU antibody and flow cytometry. Results were averaged from 8 mice, and shown in mean ± SEM. *** P&lt;0.001. (B) Top: Splenocytes from C57BL/6J mice were labeled with CFSE (2.5 µM), and then stimulated with 0–10 µg/ml plate-bound αCD3 and 1 µg/ml soluble αCD28 for 24 hours. CFSE content in cells was measured by flow cytometry and graphed against αCD3 concentrations. Results were averaged from 5 mice, and shown in mean ± SEM. Lower: Log scaling of αCD3 concentration against % of maximum response was used to calculate EC50. (C) CD3 expression in γδ T cells was higher than in αβ T cells under no or lower stimulation, but decreased more dramatically with stronger stimulation. The experimental condition was the same as in (B). (D) <b>Western blotting</b> shows high levels of phosphorylated ERK1/2 in γδ T cells, relative to αβ T cells, at baseline. αβ and γδ T cells were isolated from the same set of C57BL/6J mice via FACS sorting. Cells were either untreated, or incubated with αCD3 and αCD28 antibodies (20 µg/ml each) for 5 minutes and then with anti-hamster IgG (20 µg/ml) for additional 2 minutes at 37°C. Cells were lyzed, separated by SDS-PAGE, and immunoblotted with indicated antibodies. The image was representative of 3 independent experiments. (E) Inhibition of ERK1/2 significantly lowers proliferation in γδ T cells in vitro. Splenocytes from C57BL/6J mice were labeled with CFSE (2.5 µM), and then stimulated with 1 µg/ml plate-bound αCD3 and 1 µg/ml soluble αCD28 for 24 hours, in the absence (vehicle) or presence of 10 µM and 25 µM U0126. CFSE dilution in cells was measured by flow cytometry, and used to calculate cell proliferation. Results were averaged from 7–8 mice, and shown in mean ± SEM. ** P&lt;0.01; *** P&lt;0.001; ns not statistically significant.		PMC3660587_pone.0063746.g004.jpg
1820	Iranian Endodontic Journal	PMC3662039	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3662039/bin/iej-08-65-g001.jpg	Periapical diagnostic and follow-up radiographs of tooth 34; A) diagnostic radiograph showing a secondary caries under amalgam restoration; B) 3 month after MTA pulpotomy; the periapical structures appear normal and; C-F) normal periapical structures upon radiographic follow up visits at 12, 24, 36 and 42 months, respectively		PMC3662039_iej-08-65-g001.jpg
1821	Clinical & Developmental Immunology	PMC3662173	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3662173/bin/CDI2013-679804.002.jpg	TSA increases the generation of Tregs from naive CD4+ T cells. (a) Flow cytometry analysis of CD4+Foxp3+ cells generated in the absence (left) or presence (right) of 10 nM TSA for 4 days. Numbers indicate the percentage of CD4+Foxp3+ double positive cells. (b) Scatter plot depicts percentage of CD4+Foxp3+ double positive cells from five independent experiments in the presence and absence of TSA. **P &lt; 0.008 by student's t-tests. (c) <b>Western blot</b> analyses of total protein extracts derived from Tregs differentiated in the absence or presence of 10 nM TSA, as indicated. (d) Quantitation of the acetylation levels relative to the histone H3 with the Quantity One software. Standard deviation was obtained from three independent experiments. *P &lt; 0.05 by two-way ANOVA.		PMC3662173_CDI2013-679804.002.jpg
1822	Molecular Cancer	PMC3663763	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3663763/bin/1476-4598-12-42-2.jpg	JY-1-106 functions as Bcl-xl and Mcl-1 pan-inhibitor. (A) JY-1-106 inhibits the binding of the Bak-BH3 α-helix to Mcl-1, as measured by fluorescence polarization. The sequence of the fluorescently-labeled Bak peptide is FITC-Ahx-GQVGRQLAIIGDDINR-CONH2. (B) 5 × 106 REN cells were exposed to 5 μM JY-1-106, 20 μM ABT-737 or a DMSO control for 12 hours and the cells were then harvested and lysed. Bcl- xL and Bak were immunoprecipitated with specific antibodies. Bak signals and Bcl- xL signals were then detected by <b>western blotting</b>. These experiments were repeated twice. (C) 5 × 106 REN cells were exposed to 5 μM JY-1-106, 20 μM ABT-737 or DMSO control for 12 hours and the cells were then harvested and lysed. Mcl-1 and Bak were immunoprecipitated with specific antibodies. Bak signals and Mcl-1 signals were then detected by <b>western blotting</b>. These experiments were repeated twice.		PMC3663763_1476-4598-12-42-2.jpg
